"Project name","Mason Mart"
"Date range","07/06/2026 12:00 AM - 07/08/2026 11:59 PM"


"Metric","Sessions"
"","Total sessions","77"
"","Bot sessions","141"

"Metric","Pages per session"
"","Average","2.909090909090909"

"Metric","Scroll depth"
"","Average","63.64"

"Metric","Active time spent"
"","Active time","73"
"","Total time","350"

"Metric","Users overview"
"","Unique users","52"
"","Sessions with new users","60"
"","Sessions with returning users","17"

"Metric","Insights","No. of sessions","% of sessions"
"","Rage clicks","0","0%"
"","Dead click","5","6.49%"
"","Excessive scrolling","0","0%"
"","Quick back click","17","22.08%"

"Metric","Browsers","No. of sessions","% of sessions"
"","ChromeMobile","32","41.56%"
"","Chrome","24","31.17%"
"","MobileSafari","12","15.58%"
"","Edge","5","6.49%"
"","InstagramApp","2","2.60%"
"","SamsungInternet","1","1.30%"
"","GoogleApp","1","1.30%"

"Metric","Top pages","No. of sessions"
"","https://www.masonmart.in/","35"
"","https://www.masonmart.in/collections","12"
"","https://www.masonmart.in/cart","7"
"","https://www.masonmart.in/collections/all","7"
"","https://www.masonmart.in/collections/cement","6"
"","https://www.masonmart.in/collections/aac-block","5"
"","https://www.masonmart.in/products/kaneria-aac-block","5"
"","https://www.masonmart.in/search","5"
"","https://www.masonmart.in/collections/featured-products","4"
"","https://www.masonmart.in/products/laticrete-grout-floater-4size","4"
"","https://www.masonmart.in/collections/ready-mix-plaster","3"
"","https://www.masonmart.in/collections/tile-adhesive","3"

"Metric","Smart events","No. of sessions","% of sessions"
"","Product viewed","14","18.18%"
"","Add to cart","9","11.69%"
"","Checkout","7","9.09%"
"","Cart viewed","6","7.79%"
"","Outbound click","5","6.49%"
"","Begin checkout","3","3.90%"
"","Submit form","3","3.90%"
"","Search","3","3.90%"
"","Show more","2","2.60%"
"","Contact us","1","1.30%"
"","Request quote","1","1.30%"
"","Remove from cart","1","1.30%"

"Metric","Referrer","No. of sessions"
"","www.masonmart.in","39"
"","www.google.com","34"
"","com.google.android.googlequicksearchbox","1"
"","l.instagram.com","1"

"Metric","JavaScript errors"
"","Sessions with JavaScript errors"
""," total JavaScript errors","7"
"","","No. of sessions","% of sessions"
"","script error.","3","42.86%"
"","can't find variable: _autofillcallbackhandler","2","28.57%"
"","cannot read properties of null (reading 'length')","1","14.29%"
"","resizeobserver loop completed with undelivered notifications.","1","14.29%"

"Metric","Performance overview"
"","Score","81.12068965517241"
"","LCP (Largest Contentful Paint)","3.117s"
"","INP (Interaction to Next Paint)","280ms"
"","CLS (Cumulative Layout Shift)","0.001s"

"Metric","Bot traffic"
"webScraperBotSessions","2"
"suspiciousDeviceBotSessions","116"
"suspiciousNetworkBotSessions","23"
"suspiciousInteractionBotSessions","141"
"ppcAdFraudBotSessions","0"
"otherBotsSessions","1"
"__typename","BotTypes"
